round,validator,crypto,behavior,latency,sensor,effective
0,B,100,6,4,100,57
0,C,100,20,10,96,61
0,D,78,7,7,100,49
0,A,100,12,10,93,59
0,B,100,12,2,100,58
0,C,100,0,12,97,56
0,D,79,0,11,100,48
0,A,100,18,16,94,61
0,B,100,18,4,90,59
0,C,85,6,11,98,52
0,D,80,0,5,100,47
0,A,100,24,12,95,63
0,B,100,0,1,91,53
0,C,86,12,10,99,54
0,D,81,6,2,100,49
0,A,100,0,5,85,53
0,B,100,6,0,92,55
0,C,87,0,2,100,50
0,D,82,12,1,100,51
0,A,100,0,7,86,53
0,B,100,12,2,93,57
0,C,88,6,5,90,51
0,D,83,0,1,100,48
0,A,100,6,2,87,55
0,B,100,18,2,94,59
0,C,89,12,0,91,52
0,D,84,6,4,100,51
0,A,100,0,4,88,53
0,B,100,24,0,95,61
0,C,90,0,0,92,49
0,D,85,12,0,100,52
0,A,100,6,10,89,56
0,B,100,0,0,96,54
0,C,91,6,2,93,52
0,D,86,0,0,100,49
0,A,100,12,4,90,57
0,B,100,6,5,97,57
0,C,92,12,10,94,56
0,D,87,6,0,100,51
0,A,100,18,3,91,59
0,B,100,0,12,98,56
0,C,93,18,15,95,59
0,D,88,12,3,100,54
0,A,100,24,0,92,61
0,B,100,6,8,99,57
0,C,94,0,12,96,53
0,D,89,18,7,100,57
0,A,100,30,0,93,62
0,B,100,0,13,100,56
0,C,95,0,12,86,52
0,D,90,24,9,100,59
0,A,100,36,0,94,64
0,B,100,6,12,100,58
0,C,96,6,16,87,55
0,D,91,30,9,100,61
0,A,100,42,2,95,67
0,B,100,12,10,100,60
0,C,97,12,17,88,58
0,D,92,36,18,100,65
0,A,100,48,0,96,68
0,B,100,18,3,100,60
0,C,98,18,20,89,60
0,D,93,42,27,100,68
0,A,100,54,0,97,70
0,B,100,24,7,100,63
0,C,99,24,27,90,64
0,D,94,48,24,100,70
0,A,100,60,0,98,72
0,B,100,30,7,100,65
0,C,100,30,23,91,66
0,D,95,54,22,100,72
0,A,100,31,1,99,64
0,B,100,36,4,100,66
0,C,100,36,26,92,68
0,D,96,60,18,100,74
0,A,100,37,6,100,67
0,B,100,42,3,100,68
0,C,100,42,28,93,70
0,D,97,66,16,100,76
0,A,100,43,3,100,68
0,B,100,48,8,100,70
0,C,100,13,30,94,62
0,D,98,72,11,100,77
0,A,100,49,5,100,70
0,B,100,19,0,100,60
0,C,100,19,28,95,64
0,D,99,78,12,100,79
0,A,100,55,2,100,71
0,B,100,25,0,100,62
0,C,100,25,28,96,66
0,D,100,84,14,100,82
0,A,100,61,9,100,74
0,B,100,31,0,100,64
0,C,100,31,29,97,68
0,D,100,55,18,100,74
0,A,100,67,9,100,76
0,B,100,37,2,100,66
0,C,100,37,29,98,70
0,D,100,61,22,100,76
0,A,100,73,2,100,77
0,B,100,43,3,100,68
0,C,100,43,37,99,73
0,D,100,67,28,100,79
0,A,100,44,0,100,68
0,B,100,49,5,100,70
0,C,100,49,36,100,75
0,D,100,73,32,100,81
0,A,100,50,9,100,71
0,B,100,55,0,100,71
0,C,100,20,36,100,66
0,D,100,79,35,100,83
0,A,100,21,5,100,62
0,B,100,26,0,100,62
0,C,85,26,36,100,62
0,D,100,85,37,100,86
0,A,100,0,6,100,55
0,B,100,32,0,100,64
0,C,86,32,34,100,64
0,D,100,91,40,100,88
0,A,100,6,3,100,57
0,B,100,38,0,100,66
0,C,87,38,39,90,65
0,D,100,97,40,90,88
0,A,100,0,3,100,55
0,B,100,44,0,100,68
0,C,88,9,31,91,56
0,D,100,100,48,91,90
0,A,100,6,0,100,56
0,B,100,50,6,100,70
0,C,89,15,37,92,59
0,D,100,100,46,92,90
0,A,100,12,0,100,58
0,B,100,56,9,100,73
0,C,90,21,34,93,61
0,D,100,100,53,93,91
0,A,100,18,6,100,61
0,B,100,62,5,100,74
0,C,91,27,34,94,63
0,D,100,100,52,94,91
0,A,100,24,3,100,62
0,B,100,33,12,100,66
0,C,92,33,28,95,65
0,D,100,100,50,95,91
0,A,100,0,5,100,55
0,B,100,39,15,100,68
0,C,93,39,32,96,68
0,D,100,100,49,96,91
0,A,100,6,5,100,57
0,B,100,45,15,100,70
0,C,94,45,31,97,70
0,D,100,100,50,97,92
0,A,100,12,11,100,60
0,B,100,51,12,100,72
0,C,95,51,27,98,72
0,D,100,71,52,98,83
0,A,100,18,12,100,62
0,B,100,22,14,100,63
0,C,96,22,36,99,65
0,D,100,77,48,99,85
0,A,100,0,9,100,56
0,B,100,28,11,100,65
0,C,97,28,36,100,67
0,D,100,83,49,100,87
0,A,100,6,11,100,58
0,B,100,34,4,90,64
0,C,98,34,37,100,69
0,D,100,89,44,100,88
0,A,100,12,12,100,60
0,B,100,40,2,91,65
0,C,99,40,38,100,72
0,D,100,95,43,100,89
0,A,100,18,11,100,62
0,B,85,46,0,92,61
0,C,100,11,46,100,65
0,D,100,66,41,100,80
0,A,100,0,13,100,56
0,B,86,17,0,93,53
0,C,100,17,43,100,66
0,D,100,72,43,100,83
0,A,100,6,12,100,58
0,B,87,23,0,94,55
0,C,100,0,36,100,60
0,D,100,43,42,100,74
0,A,100,0,12,100,56
0,B,88,29,0,95,58
0,C,100,0,35,100,60
0,D,100,14,40,100,65
0,A,100,6,7,100,57
0,B,89,0,0,96,50
0,C,85,6,32,100,55
0,D,100,20,38,100,66
0,A,100,12,8,100,59
0,B,90,0,0,97,50
0,C,86,12,27,100,57
0,D,100,26,35,100,68
0,A,100,0,9,100,56
0,B,91,6,0,98,52
0,C,87,18,22,100,58
0,D,100,32,37,100,70
0,A,100,6,13,100,58
0,B,92,12,4,99,55
0,C,88,24,26,100,61
0,D,85,38,36,100,65
0,A,100,12,7,100,59
0,B,93,18,3,100,58
0,C,89,0,34,100,55
0,D,86,44,42,100,68
0,A,100,18,10,100,61
0,B,94,0,4,100,53
0,C,90,6,39,100,58
0,D,87,15,38,100,60
0,A,100,24,14,100,64
0,B,95,6,3,100,55
0,C,91,12,38,100,60
0,D,88,0,33,100,55
0,A,100,0,12,100,56
0,B,96,0,0,100,53
0,C,92,18,39,100,63
0,D,89,6,25,100,56
0,A,100,6,12,100,58
0,B,97,6,0,100,55
0,C,93,24,39,100,65
0,D,90,0,20,100,54
0,A,100,0,9,90,54
0,B,98,0,0,100,54
0,C,94,0,43,100,59
0,D,91,6,19,100,56
0,A,100,6,9,91,56
0,B,99,6,3,100,56
0,C,95,6,37,100,60
0,D,92,12,17,100,57
0,A,100,12,7,92,58
0,B,100,12,6,100,59
0,C,96,12,31,100,61
0,D,93,0,11,100,53
0,A,100,18,10,93,60
0,B,100,18,0,100,60
0,C,97,18,33,100,64
0,D,94,6,6,100,55
0,A,100,24,4,94,61
0,B,100,0,2,100,55
0,C,98,0,34,100,59
0,D,95,0,4,100,53
0,A,100,0,0,95,54
0,B,100,0,9,100,56
0,C,99,6,31,100,61
0,D,96,6,4,100,55
0,A,100,6,2,96,56
0,B,100,0,7,100,56
0,C,100,0,36,100,60
0,D,97,12,6,100,58
0,A,100,12,0,97,58
0,B,100,6,11,100,58
0,C,100,6,33,100,61
0,D,98,18,4,100,60
0,A,100,18,6,98,61
0,B,100,12,17,100,61
0,C,100,12,32,100,63
0,D,99,24,9,100,63
0,A,100,0,13,99,56
0,B,100,18,23,100,63
0,C,100,0,31,100,59
0,D,100,30,9,100,65
0,A,100,6,13,100,58
0,B,100,24,23,100,65
0,C,100,6,37,100,62
0,D,100,36,8,100,67
0,A,100,0,14,100,57
0,B,100,30,23,100,67
0,C,100,12,39,100,64
0,D,100,7,7,100,58
0,A,100,6,13,100,58
0,B,100,36,22,100,69
0,C,100,18,43,100,66
0,D,100,13,11,100,60
0,A,100,12,8,100,59
0,B,100,42,17,100,70
0,C,100,24,38,100,67
0,D,100,19,16,100,63
0,A,100,18,7,100,61
0,B,100,48,12,100,71
0,C,100,30,38,100,69
0,D,100,25,12,100,64
0,A,100,0,3,100,55
0,B,100,54,15,100,73
0,C,100,36,43,100,72
0,D,85,0,12,100,50
0,A,100,6,0,100,56
0,B,100,25,9,100,63
0,C,100,42,45,100,74
0,D,86,6,12,100,53
0,A,100,12,0,100,58
0,B,100,31,8,100,65
0,C,100,48,44,100,76
0,D,87,0,15,100,52
0,A,100,0,0,100,55
0,B,100,2,5,100,56
0,C,85,19,47,100,61
0,D,88,6,20,100,55
0,A,100,0,2,100,55
0,B,100,0,5,100,55
0,C,86,0,38,100,55
0,D,89,0,23,100,54
0,A,100,0,0,100,55
0,B,100,6,2,100,57
0,C,87,6,37,100,57
0,D,90,0,30,100,55
0,A,100,0,4,100,55
0,B,100,0,8,100,56
0,C,88,12,38,100,59
0,D,91,0,37,100,56
0,A,100,0,0,100,55
0,B,100,0,4,90,54
0,C,89,18,40,100,62
0,D,76,6,37,100,52
0,A,100,6,2,100,57
0,B,100,6,4,91,56
0,C,90,0,38,100,56
0,D,77,12,42,100,55
0,A,100,12,6,100,59
0,B,100,12,6,92,58
0,C,91,6,35,100,58
0,D,78,0,49,100,53
0,A,100,18,4,100,61
0,B,100,18,0,93,59
0,C,92,12,36,100,60
0,D,79,0,46,100,53
0,A,100,24,13,100,64
0,B,100,24,3,94,61
0,C,93,18,36,100,63
0,D,64,6,47,100,49
0,A,100,0,12,100,56
0,B,100,30,4,95,63
0,C,94,24,32,100,64
0,D,65,12,40,100,50
0,A,100,6,6,100,57
0,B,100,36,1,96,65
0,C,95,30,36,100,67
0,D,66,18,42,100,53
0,A,100,12,0,100,58
0,B,100,42,2,97,67
0,C,96,36,30,100,68
0,D,67,0,39,100,47
0,A,100,18,0,90,58
0,B,100,48,0,98,69
0,C,97,42,27,100,70
0,D,68,6,34,100,49
0,A,100,0,8,91,54
0,B,100,54,0,99,71
0,C,98,48,27,100,72
0,D,69,12,25,100,49
0,A,100,0,3,92,54
0,B,85,25,0,100,56
0,C,99,54,23,90,72
0,D,70,18,34,100,53
0,A,100,6,4,93,56
0,B,86,31,4,90,57
0,C,100,25,29,91,65
0,D,71,0,37,100,48
0,A,100,0,10,94,55
0,B,87,37,3,91,60
0,C,100,31,24,92,66
0,D,72,6,30,100,50
0,A,100,6,11,95,57
0,B,88,43,0,92,61
0,C,100,2,27,93,58
0,D,73,12,23,100,51
0,A,100,0,17,96,56
0,B,89,49,3,93,64
0,C,100,8,21,94,59
0,D,74,18,15,100,52
0,A,100,6,20,97,59
0,B,90,55,0,94,66
0,C,100,14,23,95,61
0,D,75,0,19,100,47
0,A,100,0,16,98,57
0,B,91,61,0,95,68
0,C,100,20,21,96,63
0,D,76,6,14,100,49
0,A,100,6,16,99,59
0,B,92,67,1,96,71
0,C,100,26,16,97,64
0,D,77,12,7,100,50
0,A,100,12,16,100,61
0,B,93,73,0,97,73
0,C,100,0,16,98,57
0,D,78,18,1,100,51
0,A,100,0,14,100,57
0,B,94,79,0,98,76
0,C,100,6,18,99,59
0,D,79,24,0,100,53
0,A,100,6,10,100,58
0,B,95,50,0,99,67
0,C,100,0,10,100,56
0,D,80,30,0,100,56
0,A,100,12,16,100,61
0,B,96,56,5,100,70
0,C,100,6,12,100,58
0,D,81,36,4,100,58
0,A,100,18,18,100,63
0,B,97,27,4,100,62
0,C,85,12,9,100,53
0,D,82,42,5,100,61
0,A,100,24,22,100,65
0,B,98,0,3,100,54
0,C,86,18,3,100,55
0,D,83,48,7,100,63
0,A,100,30,28,100,68
0,B,99,6,6,100,57
0,C,87,24,0,100,57
0,D,84,54,11,100,66
0,A,100,36,28,100,70
0,B,100,12,9,100,59
0,C,88,30,0,100,59
0,D,85,60,13,100,68
0,A,100,42,27,100,71
0,B,100,18,7,100,61
0,C,89,36,0,100,61
0,D,86,31,17,100,61
0,A,100,48,21,100,72
0,B,100,24,13,100,64
0,C,90,42,3,100,64
0,D,87,37,7,100,61
0,A,100,19,14,100,62
0,B,100,30,12,100,65
0,C,91,48,8,100,67
0,D,88,43,0,100,63
0,A,100,25,11,100,64
0,B,100,36,17,100,68
0,C,92,54,5,100,68
0,D,89,49,5,100,66
0,A,100,0,5,100,55
0,B,100,42,22,100,70
0,C,93,60,0,100,70
0,D,90,55,7,100,68
0,A,100,6,9,100,58
0,B,100,48,18,100,72
0,C,94,66,0,100,72
0,D,91,61,14,100,71
0,A,100,12,7,100,59
0,B,100,54,15,100,73
0,C,95,72,0,100,74
0,D,92,32,11,100,63
0,A,100,18,0,100,60
0,B,100,60,13,100,74
0,C,96,43,1,100,66
0,D,93,38,11,100,65
0,A,100,24,0,100,62
0,B,100,66,15,100,77
0,C,97,49,6,100,69
0,D,94,44,14,100,67
0,A,100,0,0,100,55
0,B,100,72,14,100,78
0,C,98,20,0,100,60
0,D,95,50,21,100,71
0,A,100,0,3,100,55
0,B,100,43,9,100,69
0,C,99,26,0,100,62
0,D,96,21,29,100,64
0,A,100,0,0,100,55
0,B,100,14,12,100,61
0,C,100,32,0,100,64
0,D,97,27,28,100,66
0,A,100,0,0,100,55
0,B,100,20,14,100,63
0,C,100,38,4,100,67
0,D,98,33,36,100,69
0,A,100,6,0,100,56
0,B,100,26,10,100,64
0,C,100,44,2,100,68
0,D,99,39,40,100,72
0,A,100,12,0,100,58
0,B,100,32,10,100,66
0,C,100,50,3,100,70
0,D,100,45,39,100,74
0,A,100,18,7,100,61
0,B,100,38,9,100,67
0,C,100,56,0,100,71
0,D,100,51,45,90,75
0,A,100,24,5,100,62
0,B,100,9,4,100,58
0,C,100,27,0,100,63
0,D,100,57,40,91,76
0,A,100,30,4,100,64
0,B,100,15,8,100,60
0,C,100,33,1,100,65
0,D,100,28,38,92,67
0,A,100,36,3,100,66
0,B,100,21,7,100,62
0,C,100,39,6,100,67
0,D,100,34,32,93,68
0,A,100,7,2,100,57
0,B,100,0,15,100,57
0,C,100,10,3,90,56
0,D,100,5,36,94,61
0,A,100,0,0,100,55
0,B,100,6,15,100,59
0,C,100,16,4,91,59
0,D,100,11,40,95,63
0,A,100,6,0,100,56
0,B,100,0,22,100,58
0,C,100,0,6,92,54
0,D,100,17,39,96,65
0,A,100,0,2,100,55
0,B,100,6,21,100,59
0,C,100,6,13,93,57
0,D,100,0,31,97,59
0,A,100,6,0,100,56
0,B,100,0,20,100,58
0,C,100,12,17,94,60
0,D,100,6,24,98,60
0,A,100,12,0,100,58
0,B,100,6,27,100,60
0,C,85,18,9,84,53
0,D,100,12,17,99,61
0,A,100,18,0,100,60
0,B,100,0,17,100,57
0,C,86,24,5,85,55
0,D,100,18,19,100,63
0,A,100,0,0,90,53
0,B,100,6,13,100,58
0,C,71,30,7,86,51
0,D,100,24,15,100,64
0,A,100,6,2,91,55
0,B,100,12,7,100,59
0,C,72,36,13,87,54
0,D,100,30,13,100,65
0,A,100,12,0,92,57
0,B,100,18,4,100,61
0,C,73,42,13,88,56
0,D,100,1,15,100,57
0,A,100,0,4,93,54
0,B,100,24,0,100,62
0,C,74,48,12,89,59
0,D,100,7,16,100,59
0,A,100,0,7,94,55
0,B,100,0,0,90,53
0,C,75,54,15,90,61
0,D,100,13,10,100,60
0,A,100,0,8,95,55
0,B,100,0,0,91,53
0,C,76,60,11,91,63
0,D,100,19,11,100,62
0,A,100,6,7,96,57
0,B,100,6,0,92,55
0,C,77,66,9,92,65
0,D,100,25,3,90,61
0,A,100,12,7,97,59
0,B,100,12,3,93,58
0,C,78,37,8,93,57
0,D,100,31,6,91,63
0,A,100,18,7,98,61
0,B,100,18,0,94,59
0,C,79,8,8,94,49
0,D,100,37,6,92,65
0,A,100,24,0,99,62
0,B,100,0,1,95,54
0,C,80,0,8,95,47
0,D,100,43,6,93,67
0,A,100,30,1,100,64
0,B,100,6,3,96,56
0,C,81,6,6,96,49
0,D,100,49,0,94,68
0,A,100,36,3,100,66
0,B,100,0,1,97,54
0,C,82,12,6,97,51
0,D,100,55,6,95,71
0,A,100,7,0,100,57
0,B,100,6,0,98,56
0,C,83,18,12,98,55
0,D,100,61,7,96,73
0,A,100,0,8,100,56
0,B,100,12,5,99,59
0,C,84,0,12,99,50
0,D,100,67,7,97,75
0,A,100,6,6,100,57
0,B,100,18,0,100,60
0,C,85,6,12,100,52
0,D,100,73,0,87,74
0,A,100,12,7,100,59
0,B,100,24,6,100,63
0,C,86,12,3,90,51
0,D,100,79,0,88,76
0,A,100,0,3,100,55
0,B,100,30,15,100,66
0,C,87,18,5,91,54
0,D,100,85,1,89,79
0,A,100,0,0,100,55
0,B,100,36,14,100,67
0,C,88,0,1,92,49
0,D,100,91,2,90,81
0,A,100,6,0,100,56
0,B,100,42,18,100,70
0,C,89,6,2,93,51
0,D,100,97,0,91,82
0,A,100,12,2,100,58
0,B,100,48,13,100,71
0,C,90,12,5,94,54
0,D,100,100,5,92,84
0,A,100,18,6,100,61
0,B,100,54,15,100,73
0,C,75,0,10,95,45
0,D,100,100,11,93,85
0,A,100,0,0,100,55
0,B,100,60,11,100,74
0,C,76,6,11,96,48
0,D,100,100,10,94,85
0,A,100,6,0,100,56
0,B,100,31,5,100,65
0,C,77,12,10,97,50
0,D,100,100,10,95,85
0,A,100,12,0,100,58
0,B,100,37,5,100,66
0,C,78,18,11,98,52
0,D,100,100,2,96,84
0,A,100,0,4,100,55
0,B,100,43,7,100,68
0,C,79,0,7,99,47
0,D,100,100,0,97,84
0,A,100,6,3,100,57
0,B,100,49,11,100,71
0,C,80,6,8,100,50
0,D,100,100,0,98,84
0,A,100,12,0,100,58
0,B,100,55,19,100,74
0,C,81,12,11,100,52
0,D,100,71,0,99,76
0,A,100,0,0,100,55
0,B,100,26,13,100,64
0,C,82,18,17,100,55
0,D,100,77,0,100,78
0,A,100,6,7,100,57
0,B,100,0,6,100,55
0,C,83,24,15,100,57
0,D,100,83,0,100,79
0,A,100,0,0,100,55
0,B,100,6,3,100,57
0,C,84,30,13,100,59
0,D,85,89,3,100,76
0,A,100,0,0,100,55
0,B,100,12,12,100,60
0,C,85,36,11,100,61
0,D,86,95,0,100,77
0,A,100,6,1,100,56
0,B,100,18,3,100,60
0,C,86,42,14,100,64
0,D,87,100,3,100,80
0,A,100,12,1,100,58
0,B,100,24,11,100,63
0,C,87,48,11,100,65
0,D,88,100,7,100,81
0,A,100,18,3,100,60
0,B,100,30,12,100,65
0,C,88,54,11,100,68
0,D,89,100,10,100,82
0,A,100,24,8,100,63
0,B,100,36,4,100,66
0,C,89,60,9,100,69
0,D,90,100,7,100,82
0,A,100,0,7,100,56
0,B,100,7,9,100,58
0,C,90,66,8,100,72
0,D,91,100,5,100,82
0,A,100,6,4,100,57
0,B,100,13,2,100,59
0,C,91,37,6,100,63
0,D,76,71,8,100,67
0,A,100,12,0,100,58
0,B,100,19,0,100,60
0,C,92,43,10,100,66
0,D,77,42,14,100,60
0,A,100,18,3,100,60
0,B,100,25,3,100,62
0,C,93,49,7,100,67
0,D,78,48,11,100,62
0,A,85,0,0,100,49
0,B,85,31,2,100,58
0,C,94,55,4,100,69
0,D,79,54,9,90,62
0,A,86,0,5,100,50
0,B,86,37,0,100,60
0,C,95,61,1,100,71
0,D,80,60,15,91,65
0,A,87,6,5,100,52
0,B,87,43,0,100,62
0,C,96,32,5,100,63
0,D,81,66,16,92,68
0,A,88,0,1,100,50
0,B,88,14,8,100,55
0,C,81,3,6,100,49
0,D,82,37,17,93,60
0,A,89,6,0,100,52
0,B,89,0,7,100,51
0,C,82,9,1,100,50
0,D,83,43,18,94,62
0,A,90,12,0,100,54
0,B,90,6,0,100,52
0,C,83,0,5,100,48
0,D,84,14,16,84,52
0,A,91,18,1,100,56
0,B,91,0,0,100,51
0,C,84,0,6,100,49
0,D,85,20,15,74,53
0,A,92,0,0,100,51
0,B,92,6,0,100,53
0,C,69,6,5,100,45
0,D,86,26,24,75,57
0,A,93,6,0,100,54
0,B,93,12,5,100,56
0,C,70,12,3,100,47
0,D,71,32,24,76,53
0,A,94,12,0,100,56
0,B,94,0,9,100,53
0,C,71,18,9,100,50
0,D,72,38,25,77,55
0,A,95,0,0,100,53
0,B,95,6,5,100,55
0,C,72,24,7,100,52
0,D,73,44,30,78,58
0,A,96,0,0,100,53
0,B,96,12,4,100,57
0,C,73,30,1,100,53
0,D,74,50,20,79,59
0,A,97,6,5,100,56
0,B,97,0,0,100,53
0,C,74,36,4,100,56
0,D,75,56,11,80,60
0,A,98,12,10,100,59
0,B,98,6,4,100,56
0,C,75,42,1,100,57
0,D,76,62,7,81,62
0,A,99,18,6,100,60
0,B,99,12,5,100,58
0,C,76,13,0,100,49
0,D,77,68,1,82,63
0,A,100,24,7,100,63
0,B,100,0,9,100,56
0,C,77,0,3,100,46
0,D,78,39,1,83,55
0,A,100,0,10,100,56
0,B,100,6,1,100,56
0,C,78,6,4,100,48
0,D,79,10,2,84,47
0,A,100,0,8,100,56
0,B,100,0,0,100,55
0,C,79,12,7,100,51
0,D,80,0,3,85,45
0,A,100,0,12,100,56
0,B,100,6,3,100,57
0,C,80,18,12,100,54
0,D,81,6,5,86,47
0,A,100,0,10,100,56
0,B,100,12,1,100,58
0,C,81,24,10,100,56
0,D,82,12,6,87,50
0,A,100,6,12,100,58
0,B,100,18,0,100,60
0,C,82,30,5,100,57
0,D,83,18,4,88,52
0,A,100,12,17,100,61
0,B,100,24,4,100,62
0,C,83,36,13,100,60
0,D,84,24,4,89,54
0,A,100,0,18,100,57
0,B,100,30,0,100,64
0,C,84,7,12,100,52
0,D,85,0,6,90,48
0,A,100,6,13,100,58
0,B,100,1,2,100,55
0,C,85,13,11,100,54
0,D,86,0,4,91,48
0,A,100,12,14,100,60
0,B,100,0,5,100,55
0,C,86,19,12,100,56
0,D,87,6,2,92,50
0,A,100,0,8,100,56
0,B,100,6,6,100,57
0,C,87,0,13,100,51
0,D,88,12,2,93,53
0,A,100,6,9,100,58
0,B,100,12,13,100,60
0,C,88,0,17,100,52
0,D,89,18,3,94,55
0,A,100,12,9,100,59
0,B,100,0,22,100,58
0,C,89,6,14,100,54
0,D,90,24,2,95,57
0,A,100,0,8,100,56
0,B,100,0,20,100,58
0,C,90,12,12,100,56
0,D,91,30,4,96,60
0,A,100,0,14,100,57
0,B,100,0,17,100,57
0,C,91,18,8,100,58
0,D,92,36,1,97,62
0,A,100,6,13,100,58
0,B,100,6,14,100,58
0,C,92,0,1,100,51
0,D,93,7,0,98,54
0,A,100,12,11,100,60
0,B,100,12,13,100,60
0,C,93,6,6,100,54
0,D,94,13,2,99,56
0,A,100,18,8,100,61
0,B,100,0,20,100,58
0,C,94,12,5,100,56
0,D,95,0,2,100,53
0,A,100,24,1,100,62
0,B,100,6,21,100,59
0,C,95,18,3,100,58
0,D,96,6,8,100,56
0,A,100,30,0,100,64
0,B,100,0,24,100,58
0,C,96,24,0,100,60
0,D,97,12,4,90,56
0,A,100,36,7,100,66
0,B,100,6,24,100,60
0,C,97,30,5,100,63
0,D,98,18,4,91,58
0,A,100,42,12,100,69
0,B,100,12,18,100,61
0,C,98,36,4,100,65
0,D,99,0,8,92,54
0,A,100,48,12,100,71
0,B,100,18,15,100,62
0,C,99,42,1,100,67
0,D,100,6,9,93,57
0,A,100,54,12,100,73
0,B,100,24,21,100,65
0,C,100,48,5,100,70
0,D,100,12,10,94,59
0,A,100,60,14,100,75
0,B,100,30,30,100,68
0,C,100,54,5,100,71
0,D,100,0,7,95,55
0,A,100,66,6,100,75
0,B,100,1,29,100,59
0,C,100,25,10,100,64
0,D,100,0,3,96,54
0,A,100,72,3,100,77
0,B,100,0,35,100,60
0,C,100,31,16,100,66
0,D,100,6,1,97,56
0,A,100,43,3,100,68
0,B,100,6,38,100,62
0,C,100,37,16,100,68
0,D,100,0,6,98,55
0,A,100,49,3,100,70
0,B,100,12,38,100,64
0,C,100,8,9,90,57
0,D,100,6,7,99,57
0,A,100,55,2,100,71
0,B,100,18,38,100,66
0,C,100,14,7,91,58
0,D,100,0,10,100,56
0,A,100,26,4,100,63
0,B,100,24,32,100,67
0,C,100,20,10,92,61
0,D,100,6,7,100,57
0,A,100,32,3,100,65
0,B,100,30,27,100,68
0,C,100,26,10,93,63
0,D,100,0,8,100,56
0,A,85,38,0,100,60
0,B,100,36,31,100,70
0,C,100,32,16,94,66
0,D,100,0,9,100,56
0,A,86,9,4,100,52
0,B,100,42,39,100,73
0,C,100,3,16,84,55
0,D,100,6,4,100,57
0,A,87,15,2,100,54
0,B,100,13,37,100,64
0,C,100,9,15,85,57
0,D,100,12,0,100,58
0,A,88,0,3,100,50
0,B,100,0,37,100,60
0,C,100,15,15,86,59
0,D,100,18,0,100,60
0,A,89,6,10,100,53
0,B,100,6,40,100,62
0,C,100,21,12,87,61
0,D,100,24,5,100,62
0,A,90,12,7,90,54
0,B,100,12,47,100,65
0,C,100,27,12,88,63
0,D,100,30,7,100,65
0,A,91,18,3,91,55
0,B,100,18,53,100,68
0,C,100,33,21,89,66
0,D,100,36,11,100,67
0,A,92,24,1,92,57
0,B,100,24,47,100,69
0,C,85,39,26,90,63
0,D,100,7,10,100,58
0,A,93,30,5,93,60
0,B,100,30,44,100,70
0,C,86,45,24,91,65
0,D,85,13,0,100,52
0,A,94,36,9,94,63
0,B,100,36,46,100,72
0,C,87,51,26,92,67
0,D,86,19,0,100,55
0,A,79,42,10,95,59
0,B,100,7,54,100,65
0,C,88,57,26,93,70
0,D,87,25,2,100,57
0,A,80,13,5,96,51
0,B,100,13,50,100,66
0,C,89,63,19,94,71
0,D,88,31,0,100,59
0,A,81,19,8,97,53
0,B,100,19,41,100,66
0,C,90,34,26,95,64
0,D,89,2,0,100,51
0,A,82,25,13,98,56
0,B,100,0,41,100,61
0,C,91,40,31,96,67
0,D,90,0,5,100,51
0,A,83,31,19,99,60
0,B,100,6,36,100,62
0,C,92,46,32,97,69
0,D,91,6,8,90,52
0,A,84,2,27,100,53
0,B,100,12,34,100,63
0,C,93,52,23,98,70
0,D,92,0,3,91,50
0,A,85,8,24,100,55
0,B,100,0,38,100,60
0,C,94,23,29,99,63
0,D,93,0,0,92,51
0,A,86,14,29,100,57
0,B,100,6,37,100,62
0,C,95,29,24,100,65
0,D,94,6,0,93,53
0,A,87,20,25,100,59
0,B,100,0,40,100,61
0,C,96,0,23,100,56
0,D,95,12,0,94,55
0,A,88,26,34,100,63
0,B,100,6,41,100,62
0,C,97,6,19,100,58
0,D,96,18,4,95,58
0,A,89,32,34,100,65
0,B,100,12,40,100,64
0,C,98,12,15,100,60
0,D,97,24,5,96,61
0,A,90,38,40,100,68
0,B,100,0,36,100,60
0,C,99,18,17,100,62
0,D,98,0,2,97,54
0,A,91,44,41,100,70
0,B,85,0,33,100,53
0,C,100,24,14,100,64
0,D,99,6,0,98,56
0,A,92,15,32,90,59
0,B,86,6,34,100,56
0,C,100,30,19,100,66
0,D,100,12,2,99,58
0,A,93,0,30,91,55
0,B,87,12,35,100,58
0,C,100,1,16,100,57
0,D,100,0,8,100,56
0,A,94,6,33,92,58
0,B,88,18,37,100,61
0,C,100,0,14,100,57
0,D,100,6,3,100,57
0,A,95,12,38,93,61
0,B,89,24,30,100,62
0,C,100,0,18,100,57
0,D,100,12,0,100,58
0,A,96,18,46,94,64
0,B,90,30,24,100,63
0,C,100,6,13,100,58
0,D,100,18,0,100,60
0,A,97,0,43,95,59
0,B,91,36,17,100,64
0,C,100,12,12,100,60
0,D,100,24,0,100,62
0,A,98,6,43,96,61
0,B,92,42,9,100,65
0,C,100,18,21,100,63
0,D,100,0,0,100,55
0,A,99,0,41,86,58
0,B,93,48,8,100,67
0,C,100,24,18,100,64
0,D,100,6,0,100,56
0,A,100,0,42,87,59
0,B,94,54,2,100,69
0,C,100,30,20,100,67
0,D,100,12,0,100,58
0,A,100,6,48,88,62
0,B,95,60,0,100,71
0,C,100,36,20,100,68
0,D,100,18,0,100,60
0,A,100,0,55,89,61
0,B,96,66,1,100,73
0,C,100,7,15,100,59
